fs,fft_x_mag,fft_y_mag,fft_z_mag,psd_x,psd_y,psd_z
2.25,0.026293743214952287,0.00962493628867274,0.014611790391109873,0.0027654437290153978,0.0003705575942440376,0.0008540176737349233
2.375,0.009592211278715361,0.015477774825494492,0.004242010672706193,0.00036804206886205675,0.0009582460541948442,7.197861818941298e-05
2.5,0.006093536370452352,0.007696997535173199,0.005772178800319563,0.0001485247419921025,0.0002369750842258492,0.00013327219241143437
2.625,0.01714568377513941,0.015035483741579444,0.013752680506481232,0.0011758978884683152,0.0009042630853731992,0.0007565448844533954
2.75,0.01032408178431988,0.02358785841236477,0.009551067545673074,0.00042634665875730226,0.00222554825792707,0.00036489156504803793
2.875,0.0082565269622936,0.0028989981826933403,0.005057326310994467,0.00027268094991632477,3.361676185303716e-05,0.00010230619766350762
3.0,0.008582000342371767,0.006060886702013944,0.010203512677379978,0.00029460291950587653,0.00014693739045859786,0.0004164466838298157
3.125,0.00740520547847275,0.012273440712660401,0.007416018762789803,0.0002193482727136113,0.0006025493877087594,0.00021998933716020158
3.25,0.019721056731475076,0.003710658007675859,0.010107101714854976,0.0015556803144242337,5.50759313997159e-05,0.00040861402029769757
3.375,0.009030871485736218,0.008816151579775755,0.01477262367780142,0.00032622655916753393,0.00031089811471033015,0.0008729216413037565
3.5,0.012173636881951102,0.004137468376223494,0.008551457534751387,0.0005927897397344006,6.847457825699792e-05,0.00029250970387462513
